Lobbyist_ID,Firstname,Middlename,Lastname,Suffix,Branch,Employer
258,ANTHONY,J,MARINO,,Legislative and Executive and Local,"City-Parish of East Baton Rouge, Baton Rouge Metropolitan Airport"
544,JOHN,,MARLOW,,Not currently registered,ACE Group - North America
502,GEORGE,J,MARRETTA,,Legislative,Louisiana Municipal Association
835,LEO,P,MARSH,,Legislative and Executive and Local,AT&T Louisiana and its affiliates and subsidiaries
888,SARAH,K,MARSHALL,,Not currently registered,"Boehringer Ingelheim Pharmaceuticals, Inc."
1879,CHARLES,,MARTIN,,Legislative,"Harris, DeVille & Associates, Inc."
1176,JANE,WARD,MARTIN,,Not currently registered,Louisiana Coalition for Maternal and Infant Health
1588,PAUL,THOMAS,MARTIN,,Legislative and Executive,National Association of Mutual Insurance Companies
1348,RAYNE,,MARTIN,,Legislative and Executive and Local,"Stand For Children, Inc"
549,GINNY,HAMMETT,MARTINEZ,,Legislative and Executive,"Harris, DeVille & Associates, Inc."
1854,JESSIE,SCOTT,MARTINEZ,,Legislative and Executive,North Louisiana Economic Partnership
203,PETER,H,MARTINEZ,,Legislative and Executive,Pharmaceutical Research and Manufacturers of America
1797,RAVIS,K,MARTINEZ,,Legislative,Sivarco Group LLC
115,JENNIFER,LYNN,MARUSAK,,Legislative and Executive,Louisiana State Medical Society
1015,DARREN,EUGENE,MASSEY,,Executive,ING Investment Management
344,ELIZABETH,,MASSON DUFRECHOU,,Not currently registered,Warner Chilcott
498,JOHN,ANTHONY,MATESSINO,,Legislative and Executive,Louisiana Hospital Association
1024,KIMBERLY,KEY,MATHEWS,,Not currently registered,CA
1381,MILES,,MATHEWS,,Legislative and Executive,HRWK Government & Public Affairs
354,SUSAN,,MATTHIAS,,Not currently registered,Warner Chilcott
1989,ANN,,MATTINGLY,,Legislative and Executive,"Otsuka America Pharmaceutical, Inc."
292,PETER,F,MAUNOIR,,Legislative,"SELF EMPLOYED, CONSULTANT"
279,WARREN,E,MAYBERRY,,Legislative and Executive,E. I. du Pont de Nemours and Company
1639,KELLY,,MCBETH,,Legislative and Executive and Local,Crosstex
823,ELIZABETH,,MCCAIN,,Executive,North Louisiana Economic Partnership
388,JUDY,ANN,MCCLEARY,,Legislative and Executive,Judy McCleary LLC
1252,JIMMY,,MCCOLLISTER,,Not currently registered,VERTEX PHARMACEUTICALS
245,CHERYL,,MCCORMICK,,Legislative,CMC & Associates
868,JESSE,,MCCORMICK,,Legislative and Executive and Local,Capitol Partners
697,J,KEVIN,MCCOTTER,,Legislative and Executive,American Energy Partners
1008,CHARLES,,MCCOWAN,,Not currently registered,Kean Miller Hawthorne D'Armond McCowan & Jarman LLP
510,M,TROY,MCCULLEN,,Legislative and Executive,"Finance America Business Group, LLC"
664,DAVID,M,MCCURLEY,,Not currently registered,Accenture LLP
892,ANGEE,,MCDANIEL,,Not currently registered,"Boehringer Ingelheim Pharmaceuticals, Inc."
854,PATRICK,MICHAEL,MCEVOY,,Legislative and Executive,patrick McEvoy
577,WALLACE,GENE,MCGEE,,Not currently registered,"GMA, Incorporated"
1035,CHRISTOPHER,PAUL,MCGEOWN,,Not currently registered,"Fidelity Investments Institutional Services Company, Inc"
917,TERRENCE,ROBERT,MCHUGH,,Not currently registered,"CA, Inc."
422,TOM,ED,MCHUGH,II,Legislative and Executive,Louisiana Municipal Association
1027,LINEDDA,,MCIVER,,Legislative and Local,AARP-LA
10,KRISTY,GRADDY,MCKEARN,,Legislative and Executive,Amerigroup Corporation
772,MARJORIE,A,MCKEITHEN,,Legislative,Jones Walker
1058,EARL,,MCKENNON,,Not currently registered,Pyramis Global Advisors Holding Corp.
867,WILL,,MCKINLEY,,Not currently registered,Dutko Worldwide LLC
494,JENNIFER,ELIZABETH,MCMAHON,,Legislative and Executive,Metropolitan Hospital Council of New Orleans
454,F,CHARLES,MCMAINS,,Legislative and Executive,Jones Walker
821,JOHN,DOUGLAS,MCMILLAN,,Legislative and Executive,John McMillan and Associates LLC
559,PATRICIA,B,MCMURRAY,,Legislative and Executive,"Adams and Reese, LLP"
802,ANDREA,,MCNEIL,,Not currently registered,Ochsner Clinic Foundation
215,NANCY,CULVER,MCPHERSON,,Legislative and Executive and Local,AARP
222,THOMAS,E,MCPHERSON,,Legislative,"Boyd Central Region, Inc."
789,SHAWN,A,MCRAE,,Not currently registered,United Transportation Union
295,SHREE,,MEDLOCK,,Not currently registered,The Black Alliance For Educational Options
1292,BETH,A,MEEKS,,Legislative,Louisiana Coalition Against Domestic Violence
1473,CHARLES,JOSEPH,MELANCON,,Legislative and Executive,"Charlie Melancon & Associates, LLC"
657,JULIA,BREAUX,MELANCON,,Legislative,The Humane Society of the United States
1532,JIM,SMYTH,MERCER,,Not currently registered,GlaxoSmithKline
250,RICHARD,THOMAS,METCALF,,Executive,Louisiana Mid-Continent Oil and Gas Association
441,ANN,M,METRAILER,,Legislative and Executive,Louisiana Farm Bureau insurance group
972,DONNA,F,MEYER,,Not currently registered,St. Mary Chamber of Commerce
410,MALCOLM,ANDREW,MEYER,,Not currently registered,"Adams and Reese, LLP"
243,MARK,RITTMAN,MEYER,,Executive and Local,Seix Investment Advisors LLC
655,TARA,REILLY,MICA,,Legislative and Executive,National Rifle Association of America
1181,ROCHELLE,,MICHAUD DUGAS,,Legislative and Executive,Michaud Dugas Companies
213,EDIE,DAVIS,MICHEL,,Not currently registered,Baton Rouge Area Chamber
1340,MICHAEL,J,MICHOT,,Executive and Local,"The Picard Group, LLC"
695,JULIE,ANN,MICKELBERRY,,Not currently registered,"Planned Parenthood Gulf Coast, Inc."
1755,ANGELA,SUE,MILLER,,Not currently registered,Louisiana Association of Educators
1322,COLIN,BLAKE,MILLER,,Not currently registered,Forum for Equality Louisiana
1192,RACHEL,CATHERINE,MILLER,,Not currently registered,AARP
284,RALPH,R,MILLER,,Legislative and Executive,Consultant to Freeport McMoRan
911,RODRICK,TREMAIN,MILLER,,Not currently registered,New Orleans Business Alliance
1164,GREGORY,CHARLES,MILLS,,Legislative,Louisiana Association of Educators
367,THEOGENE,ANTHONY,MILLS,,Legislative,Louisiana Family Forum
58,JOSEPH,MICHAEL,MINADEO,,Not currently registered,The Dow Chemical Company
151,WILLIAM,AUGUSTUS,MINTON,,Not currently registered,Baton Rouge Area Chamber of Commerce
687,LAURA,,MITCHELL,,Not currently registered,Purdue Pharma LP
320,MANDI,,MITCHELL,,Not currently registered,"MANDI D. MITCHELL, LLC"
53,PAMELA,ANN,MITCHELL,,Legislative and Executive,Louisiana Press Association
271,BRADLEY,,MITTENDORF,,Legislative and Executive,"Southern Strategy Group of Louisiana, LLC"
1014,GOSHIN,,MIZUNO,,Not currently registered,Nomura Asset Management U.S.A. Inc.
748,DANIEL,,MOBLEY,,Legislative and Executive,American Council of Engineering Companies of Louisiana
875,DAVID,,MOFFETT,,Executive,Jefferies LLC
2028,JAN,,MOLLER,,Legislative,Louisiana Budget Project
224,STEVEN,,MONAGHAN,,Legislative,Louisiana Federation of Teachers
298,JESSICA,WOODMAN,MONROE,,Legislative and Executive,Johnson & Johnson
1132,JODY,REED,MONTELARO,,Legislative and Executive and Local,Entergy Corporation
1113,ASBEL,,MONTES,,Legislative,"Acadian Ambulance Service, Inc."
72,CASTLEN,ELIZABETH,MOORE,,Not currently registered,Apache Corporation
658,JERRY,,MOORE,,Legislative and Executive and Local,Teva Pharmaceuticals USA Inc.
147,JONATHAN,,MOORE,,Not currently registered,Baton Rouge Area Chamber
1089,JOHN,,MORGAN,,Not currently registered,"CA Technologies, Inc."
819,ROBERT,W,MORGAN,,Not currently registered,Morgan Law Associates LLC
1048,JOSEPH,,MORGART,,Not currently registered,Pyramis Global Advisors Holding Corp
665,DEBORA,,MORRIS,,Not currently registered,Accenture LLP
65,MICHAEL,DALE,MORRIS,,Legislative,HomeBuilders SIF
530,NORMAN,RAY,MORRIS,,Legislative and Executive and Local,La Realtors
2064,CHARLES,ROUSSEAU,MOUTON-LANPHIER,,Legislative,The Pelican Group
519,ANDREW,,MUHL,,Legislative and Executive and Local,AARP
999,LINDA,GRAY,MURPHY,,Not currently registered,American Board of Physician Specialties
332,LARRY,L,MURRAY,,Legislative and Executive,The Capitol Group
2021,MALCOLM,G,MYER,,Legislative and Executive,Malcolm G. Myer
1435,BRADLEY,C,MYERS,,Legislative,"Kean Miller, LLP"
787,JACK,W,MYERS,,Not currently registered,"B.M.W.E.D.,IBT"
1962,MICHAEL,WILLIAM,MYERS,,Legislative,Red River United
427,RICHARD,ROBERT,MYERS,,Not currently registered,Boise Inc.
384,KENNETH,E,NAQUIN,,Legislative and Executive,Louisiana Associated General Contractors
809,NICOLAUS,MICHAEL,NASSAR,,Not currently registered,Nassar Consultants
1967,MICHAEL,,NASSIF,,Not currently registered,Louisiana School Boards Association
793,TILGHMAN,,NAYLOR,,Not currently registered,Jefferies & Company Inc
1169,SHELLY,ALBARADO,NEFF,,Not currently registered,EKR Therapeutics
1005,ALISON,K,NEUSTROM,,Legislative,Public Affairs Research Council of Louisiana
870,DONNA,,NEWCHURCH,,Legislative and Executive,"In the Know, LLC"
926,SHANNON,,NEWMAN,,Not currently registered,CenterPoint Energy
692,MARY,ANN,NEWTON,,Not currently registered,West Monroe-West Ouachita Chamber of Commerce
110,JAMES,W,NICKEL,,Legislative and Executive and Local,"Courson Nickel, LLC"
165,BRIGITTE,,NIELAND,,Legislative and Executive,Louisiana Association of Business and Industry
500,DONALD,W,NIJOKA,,Not currently registered,Louisiana Municipal Association
1849,W,A,NIPPER,,Legislative and Executive,The Dow Chemical Company
80,B,RONNELL,NOLAN,,Legislative and Executive,The Nolan Group
1266,TOM,A,NOLAN,,Legislative,Glazer Companies of Louisiana
452,JANET,WHITTERS,NOWAKOWSKI,,Not currently registered,AT&T
1296,HELENE,,O'BRIEN,,Legislative,Service Employees International Union Local 21LA
1133,STEPHEN,EDWARD MAC ROBERT,O'BRIEN,,Not currently registered,Novo Nordisk Inc.
71,URBAN,F,O'BRIEN,,Legislative and Executive,Apache Corporation
1824,LAURA,,O'HALLORAN,,Not currently registered,"Louisiana Power Coalition, LLC"
419,BETH,,O'QUINN,,Executive,"International Business Machines Corporation (""IBM"")"
1361,KATHLEEN,ANNE,O'REGAN,,Legislative and Executive,The Tatman Group
368,ALISON,L,OCMAND,,Not currently registered,Louisiana Federation of Teachers
767,BOB,,ODOM,,Not currently registered,"Bob Odom (Odom Consulting, LLC)"
1201,CURTIS,LYLE,OLAFSON,,Not currently registered,Self
251,WILLIAM,ACHEL,OLIVER,,Legislative and Executive and Local,"William A. Oliver Enterprises, LLC"
1000,MICHAEL,J,OLIVIER,,Legislative and Executive,"Committee of 100 for Economic Development, Inc."
1156,BERYL,,OLSEN,,Not currently registered,Novo Nordisk
585,KIRA,,ORANGE JONES,,Not currently registered,Teach For America-Greater New Orleans
638,KELLY,ELIZABETH,ORIANS,,Not currently registered,Juvenile Justice Project of Louisiana
173,MILTON,,OURSO,,Legislative,self
1111,SHERRI,H,OWEN,,Not currently registered,"Wells Fargo Bank, N.A."
1028,JOSEPH,E,PAGE,,Not currently registered,"CA, Inc."
573,MARGARET,,PAGELS,,Executive,SASOL NORTH AMERICA INC.
939,NIKI,,PAPAZOGLAKIS,,Not currently registered,Hewlett-Packard Company
1438,GINO,,PAPILLION,,Not currently registered,"LaRussa Real Estate Agency, Inc."
263,VANESSA,,PAPION,,Not currently registered,"UCB, Inc."
1904,JENNIFER,,PAPPAN,,Legislative and Executive and Local,Orleans Capital Management
1018,MARCO,,PAREDES,,Not currently registered,Amgen
1045,CHRIS,,PARISEAULT,,Not currently registered,Pyramis Global Advisors Holding Corp.
1219,EDWIN,R,PARKER,,Legislative,LA Public Emps. Council No. 17
473,JON,K,PARSONS,,Legislative and Executive,Roedel Parsons Koch Blache Balhoff & McCollister
1250,PUTRI,,PASCUALY,,Executive,Pacific Alternative Asset Management Company
501,JOSEPH,LINZIE,PASSMAN,,Not currently registered,Louisiana Business Group On Health
881,HETAL,,PATEL,,Not currently registered,"Boehringer Ingelheim Pharmaceuticals, Inc."
1179,JIGNESH,,PATEL,,Not currently registered,Novo Nordisk
1202,NIAL,,PATEL,,Legislative and Executive and Local,Conerstone Government Affairs
624,DINO,DOMINIC,PATERNOSTRO,,Legislative,"LegisLink, LLC"
937,CHRISTINE,BROWN,PATRICK,,Not currently registered,Tangipahoa Home Builders Association
913,SHIRLEY,,PATRON,,Not currently registered,"CA, Inc."
60,DICKIE,WAYNE,PATTERSON,,Legislative and Executive,"Baker, Donelson, Bearman, Calwell and Berkowitz"
167,JIM,,PATTERSON,,Legislative and Executive,Louisiana Association of Business and Industry
1623,ASHLEY,,PATUREAU,,Executive,Novartis Vaccines and Diagnostics
785,GARY,,PATUREAU,,Not currently registered,Louisiana Assoiciation of Self Insured Employers
1891,JOHN,,PAVY,,Legislative,Louisiana Association of Educators
1278,ELENA,ARCOS,PECORARO,,Not currently registered,Pecoraro Law Firm
572,EUGENE,B,PELLERIN,,Not currently registered,GFI Management Group
1071,VINCENT,WILLIAM,PEPERONE,,Not currently registered,Entergy
945,SONIA,A,PEREZ,,Legislative and Executive and Local,AT&T
117,PHYLLIS,A,PERRON,,Legislative and Executive,Phyllis Perron and Associates
477,JIM,,PERRY,,Executive,Morgan Stanley & Co. LLC
107,LAUREN,ELIZABETH,PERRY,,Not currently registered,American Federation for Children
1247,PERRY,,PERTUIT,,Not currently registered,Entergy Services Inc.
777,ERIC,,PETERSEN,,Not currently registered,Jefferies & Company Inc
653,BRENT,J,PETIT,,Not currently registered,USW District 13 Council
1122,ALLYSON,FOX,PHARR,,Legislative and Executive and Local,"Acadian Ambulance Service, Inc"
820,AMY,WATERS,PHILLIPS,,Not currently registered,Louisiana State Medical Society
407,JENNY,,PHILLIPS,,Not currently registered,Kean Miller LLP
1222,KIMBERLY,V,PHILLIPS,,Not currently registered,CA Technologies
935,CANDICE,,PHIPPS,,Not currently registered,Endo Pharmaceuticals
118,JEFFERY,J,PICARD,,Not currently registered,"Merrill Lynch & Co., Inc."
33,TYRON,DAVID,PICARD,,Legislative and Executive and Local,The Picard Group LLC
371,KENNETH,E,PICKERING,,Not currently registered,Self employed
526,RANDALL,C,PIERCE,,Not currently registered,"Association of Louisiana Electric Cooperatives, Inc. (ALEC)"
69,MARKEY,W,PIERRE,,Legislative and Executive and Local,Southern Strategy Group-NLA
1852,SAMUEL,,PIERRE,,Legislative,Fire Side Consultant
208,RACHEL,ANN,PIERSON,,Executive,Baton Rouge Area Chamber
134,SUSAN,MARIE,PILCH,,Not currently registered,Healthcare Distribution Management Association
34,J,CHRISTOPHER,PILLEY,,Legislative and Executive,J. Christopher Pilley
1002,LUKE,,PIONTEK,,Legislative and Executive,"Roedel, Parsons, Koch, Blache, Balhoff & McCollister"
345,DANA,,PITRE,,Not currently registered,Warner Chilcott
645,LEE,,PITTMAN,,Legislative and Executive,International Paper
1092,FRANCESCA,,PLENDL,,Legislative and Executive,AstraZeneca Pharmaceuticals
1223,DOUGLAS,F,POORE,,Executive,Fidelity Brokerage Services LLC
1794,ASHLEY,NICOLE,PORCHE,,Legislative,LOUISIANA MUNICIPAL ASSOCIATION
703,CYNTHIA,LEE,POSEY,,Legislative,Louisiana Federation of Teachers
691,MICHAEL,DRAKE,POTHIER,,Not currently registered,Houma-Terrebonne Chamber of Commerce
579,STACIE,,POTTER,,Not currently registered,Procter & Gamble
220,LAUREN,HALL,POURCIAU,,Not currently registered,F.M. Hood & Associates
351,JOSHUA,T,POUSSON,,Not currently registered,Warner Chilcott
584,DONALD,H,POWELL,II,Not currently registered,Eisai Inc
497,SEAN,M,PRADOS,,Legislative and Executive,Louisiana Hospital Association
2144,PAUL,ANTHONY,PRATT,,Legislative,Chesapeake Energy Corporation
1080,PATRICIA,N,PREBULA,,Legislative and Executive and Local,"Prebula Public Relations, LLC"
1873,CLARISSA,A,PRESTON,,Legislative and Executive,Adams and Reese LLP
101,WILLIAM,WINFRED,PRIMEAUX,,Not currently registered,FedEx Corporation
491,WARREN,ROBERT,PRIVETTE,SR,Legislative and Executive,Privette & Associates LLc
1076,JAMES,CHARLES,PURDY,,Not currently registered,Eisai Inc
129,NICHOLAS,AYRUALT,PYLE,,Executive,Pyle & Associates
405,MOLLY,M,QUIRK,,Legislative and Executive,State Farm Insurance Companies
18,EDWIN,PIERRE,RABALAIS,,Not currently registered,Occidental Chemical Corporation
336,CHRISTOPHER,,RAGER,,Not currently registered,National Rifle Association of America
229,MICHAEL,A,RANATZA,,Legislative and Executive,Louisiana Sheriffs' Association
516,JOHNA,A,RANDA,,Legislative,"AT&T Services, Inc."
253,DEBORAH,,RANDOLPH,,Legislative and Executive,Central Louisiana Chamber of Commerce
546,TERRIE,,RANGEL,,Executive,"International Business Machines Corporation (""IBM"")"
366,AL,JEROME,RANSOME,,Not currently registered,Self
693,ERICH,,RAPP,,Not currently registered,"Kean, Miller, Hawthorne, D'Armond, McCowan & Jarman, L.L.P."
707,ANN,C,RASMUSSEN,,Not currently registered,Ann C. Rasmussen
1728,GREG,N,RATTLER,SR,Executive and Local,"JPMorgan Chase Bank, NA"
2031,WILLIAM,,REALE,,Not currently registered,"International Business Machines Corporation (""IBM"")"
608,RHONDA,,REAP-CURIEL,,Legislative,"CENCOR Consulting Group, LLC"
1403,DONALD,,REDMAN,,Legislative,AAA - Auto Club of Missouri
327,GARY,,REED,,Not currently registered,Louisiana School Boards Association
1195,MARK,,REED,,Not currently registered,"International Business Machines Corporation (""IBM"")"
556,LEE,,REID,,Legislative and Executive,"Adams and Reese, LLP"
545,ALVIN,,REINE,,Not currently registered,Takeda Pharmaceuticals America
197,LOUIS,,REINE,,Legislative,Louisiana AFL-CIO
280,MIKE,,REITZ,,Executive,Louisiana Health Service & Indemnity Company
156,LORI,M,RENEAU,,Legislative and Executive,Monroe Chamber of Commerce
728,ALLEN,H,REYNOLDS,,Not currently registered,Retired State Employees Association
786,ELIZABETH,,REYNOLDS,,Not currently registered,National Association of Mutual Insurance Companies (NAMIC)
851,CHRISTIAN,,RHODES,,Legislative and Executive,"Roedel, Parsons, Koch, Blache, Balhoff & McCollister"
752,SARAH,GAUDET,RHODES,,Legislative,F.M. Hood & Associates
1966,SCOTT,,RICHARD,,Legislative,Louisiana School Boards Association
871,JUSTIN,ALEXANDER,RICHARDS,,Executive,"Mondrian Investment Partners (U.S.), Inc."
474,CHARLES,SAMUEL,RICHARDSON,,Executive,"Entergy Services, Inc."
848,JEANNIE,BETH,RICHEY,,Not currently registered,"Sasol North America, Inc."
988,SHANE,,RIDDLE,,Legislative and Executive,Louisiana Association of Educators
560,ROBERT,L,RIEGER,JR,Legislative and Executive,"Adams and Reese, LLP"
176,J,WILLIAM,RIMES,,Not currently registered,J. William Rimes & Assoc.
1282,JONATHAN,S,RINGO,,Legislative and Executive,The Faircloth Law Group
112,WILLIAM,CLARENCE,RISINGER,,Not currently registered,Risinger Eye Clinic
872,EDWARD,ALAN,RITTENHOUSE,,Executive,"Mondrian Investment Partners (U.S.), Inc."
1370,LAUREN,KELSEY,RIVERA,,Not currently registered,AARP
661,CLAIRE,,RIVETTE,,Not currently registered,"Creative Communications, Inc."
82,DAVID,MICHAEL,ROBERSON,,Legislative,Checkmate Strategies
593,BEVERLY,W,ROBERTSON,,Not currently registered,Tangipahoa Home Builders Association
529,DIXEY,,ROBERTSON,,Legislative,Home Builders Association of Northwest Louisiana
23,MARILYN,B,ROBERTSON,,Legislative and Executive,American Institute of Architects Louisiana Chapter
358,DAN,,ROBIN,,Legislative and Executive,"Robin & Associates, Inc."
2035,DON,PAUL,ROBIN,,Not currently registered,"Robin & Associates, Inc."
1105,INGRID,M,ROBINSON,,Not currently registered,Halliburton
891,JOHN,,ROBINSON,,Not currently registered,"Boehringer Ingelheim Pharmaceuticals, Inc."
457,KIMBERLY,LEWIS,ROBINSON,,Legislative and Executive,Jones Walker
923,THENA,,ROBINSON,,Not currently registered,"Southern Poverty Law Center, Inc."
471,WADE,THOMAS,ROBINSON,,Not currently registered,"Americus Real Estate Investments, Inc."
472,LARRY,M,ROEDEL,,Legislative and Executive,Roedel Parsons Koch Blache Balhoff & McCollister
130,DOUGLAS,LEE,ROGERS,,Not currently registered,Cerner Corporation
350,GINA,,ROGERS,,Not currently registered,Warner Chilcott
537,ELDON,W,ROGILLIO,,Legislative and Executive and Local,"Issue Management, LLC"
1396,AMANDA,,ROLAT,,Not currently registered,Americans United for Separation of Church and State
729,JENNIFER,,ROMER,,Not currently registered,Warner Chilcott
116,JO,YOUNG,ROSE,,Not currently registered,Self
941,KNESHA,NARAE,ROSE,,Not currently registered,Alzheimer's Association- Louisiana Chapter
902,MATTHEW,TYLER,ROSS,,Not currently registered,Louisiana Oil and Gas Association
1042,SEFAN,,ROSS,,Not currently registered,"Fidelity Capital Markets, a division of National Financial Services LLC"
1276,SHERRY,LYNN,ROUT,,Legislative and Executive and Local,The American Society for the Prevention of Cruelty to Animals
515,ALLISON,UHRICH,ROVIRA,,Legislative,"Allison U. Rovira, Attorney at Law, LLC"
1178,DAVID,,RUSH,,Executive,Morgan Stanley & Co. LLC
1274,MARY,,RYAN,,Not currently registered,Medtronic Neuromodulation
1694,STEPHANIE,,RYAN,,Legislative,American Federation for Children
1405,J,TERRY,RYDER,,Legislative,Public Affairs Research Council of Lousiana
369,JOHN,JOSEPH,SABATHE,,Legislative,Plumbers and Steamfitters Local 60
575,SCOTT,,SABRSULA,,Not currently registered,Amgen
108,GABRIELA,MORENO,SAENZ,,Not currently registered,CHRISTUS Health
492,PAUL,ALEXIS,SALLES,,Legislative and Executive,Louisiana Hospital Association
54,ROBERT,G,SAMFORD,,Not currently registered,Temple-Inland Inc.
1226,T,SHANE,SANDEFER,,Not currently registered,Kean Miller LLP
218,JAMES,DANIEL,SANDEFUR,,Not currently registered,Optometry Association of La.
171,GINGER,,SAWYER,,Not currently registered,Louisiana Association of Business and Industry
303,MAYNARD,,SCARBOROUGH,,Not currently registered,Alliance for Digital Equality
380,CLINTON,,SCHEXNAYDER,,Not currently registered,"Omega Protein, Inc."
1270,JOHN,,SCHILLO,,Not currently registered,"Lundbeck Pharmaceutical Services, LLC"
908,WALTER,L,SCHINDLER,,Not currently registered,Sail Venture Partners LLC
160,CLAUDE,A,SCHLESINGER,,Not currently registered,"Guste, Barnett, Schlesinger, Henderson & Alpaugh LLP"
1233,RYAN,,SCHLITT,,Executive,Credit Suisse Securities (USA) LLC
1621,DIANA,,SCHMIDT,,Not currently registered,"Otsuka America Pharmaceutical, Inc."
1203,ROBERT,C,SCHMIDT,,Not currently registered,Adams and Reese LLP
1391,THOMAS,JEFFERSON,SCHMIDT,,Not currently registered,Home School Legal Defense Association
869,JOHN,GREG,SCHNACKE,,Not currently registered,Denbury Resources Inc.
815,RONALD,WARD,SCHNARE,,Not currently registered,Shire US Inc
1036,ED,,SCHOLLMEYER,,Not currently registered,"Fidelity Investments Insitutional Services Company, Inc"
1985,ERIC,ANTHONY,SCHOUEST,,Legislative,Cleco Corp.
548,MATTHEW,,SCHRADER,,Not currently registered,Dutko Worldwide LLC
436,STEPHEN,GARTH,SCHULZ,,Not currently registered,"Merrill Lynch, Pierce, Fenner & Smith, Inc."
521,MICHAEL,,SCHURTZ,,Not currently registered,Providence Engineering and Environmental Group LLC
970,GAYLIN,STEPHEN,SCOTT,,Not currently registered,Painters & Allied Trades District Council
1189,NYKA,MARIE,SCOTT,,Legislative and Executive and Local,"Baker Donelson Bearman Caldwell & Berkowitz, PC"
1206,ROBERT,TRAVIS,SCOTT,,Legislative,Public Affairs Research Council of Louisiana
619,TEVESTER,E,SCOTT,,Legislative,AVI COnsultants
850,THOMAS,EDWARD,SCOTT,,Not currently registered,Atmos Energy Corp.
774,THOMAS,M,SCREEN,,Legislative and Executive and Local,Loyola University New Orleans
397,CHRISTIN,,SELLERS,,Not currently registered,Teche Area Builders Association
328,NOLTON,J,SENEGAL,,Not currently registered,Louisiana School Boards Association
1093,WALTER,,SERAFIN,,Not currently registered,Eisai Inc.
1399,SCOTT,,SETZEPFANDT,,Not currently registered,"Genentech Inc., a Member of the Roche Group"
1885,CHARLES,,SHAFFER,,Executive,"Credit Suisse Asset Management, LLC"
1039,ANUBH,,SHAH,,Not currently registered,"Fidelity Capital Markets, a divison of National Financial Services LLC"
1647,BRIAN,,SHANK,,Not currently registered,"AstraZeneca Pharmaceuticals, LP"
433,FREDRICK,,SHANNON,,Not currently registered,Hewlett-Packard Company
2190,ROBERT,DWAYNE,SHANNON,,Legislative,"CenturyLink, Inc."
842,DEREK,DURAND,SHAW,,Not currently registered,WARNER CHILCOTT
506,SCOTT,,SHAW,,Executive,SASOL NORTH AMERICA INC.
179,WILLIAM,D,SHEA,,Not currently registered,"Adams and Reese, LLP"
1012,ERIC,,SHEARER,,Not currently registered,Nomura Asset Management U.S.A. Inc.
961,KYLE,,SHELLY,,Not currently registered,Citizens Collaborating for Change
144,DENA,,SHER,,Not currently registered,Americans United for Separation of Church and State
1858,JOHN,O,SHIRLEY,,Legislative and Executive and Local,"Phelps Dunbar, LLP"
621,MICHELLE,,SHIRLEY,,Legislative and Executive,Michelle Shirley and Associates
1893,GRANT,,SHREINER,,Legislative,Louisiana Association of Educators
1180,JENNIFER,GRAND,SHUFFLER,,Not currently registered,The Picard Group LLC
406,MICHAEL,W,SIBLEY,,Executive,"Cleco Power, LLC"
310,RENEE,M,SICCONE,,Legislative,"Louisiana Retired Teachers Assn., Inc."
1903,JAMES,CHARLES,SIEGEL,,Legislative and Executive and Local,"Decipher, LLC"
1272,HANNAH,KYLEEN,SILLIVAN,,Not currently registered,American Federation for Children
1269,LUCILA,,SILVA,,Legislative,Brown and Caldwell
1283,LATANJA,INEZ,SILVESTER,,Legislative,Service Employees International Union Local 21LA
109,GERALD,A,SIMMONS,,Legislative,Louisiana Dairy Products Association
1928,RYAN,VERDO,SIMPSON,,Legislative and Executive,Baton Rouge Area Chamber
404,PHYLLIS,,SIMS,,Legislative and Executive,Kean Miller LLP
1220,LESLIE,ANN,SIPHERS,,Not currently registered,AARP
226,WILLIAM,JEWELL,SIRMON,,Legislative,River Birch Inc.
265,MONTEIC,,SIZER,,Not currently registered,The Black Alliance For Educational Options
504,MICHAEL,D,SKINNER,,Legislative and Executive,"Skinner Law Firm, LLC"
1074,D'ANDREA,,SKIPWITH,,Not currently registered,"Boehringer Ingelheim Pharmaceuticals, Inc."
1174,CHRISTEL,CAPDEVIELLE,SLAUGHTER,,Legislative and Executive,SSA Consultants
266,BEVERLY,CARSON,SMILEY,,Not currently registered,Solutions Through Science
960,DANIEL,LAWRENCE,SMILLIE,,Not currently registered,"SAS Institute, Inc"
633,CHARLIE,LESLIE,SMITH,,Not currently registered,Plaquemines Parish
1934,ELIZABETH,,SMITH,,Legislative and Executive,Baton Rouge Area Chamber
449,KATHERINE,M,SMITH,,Legislative,"KB Governmental Relations, LLC."
51,MARK,R,SMITH,,Not currently registered,The Da Vinci Group
1758,PHILLIP,JARED,SMITH,,Legislative and Executive and Local,Baton Rouge Area Chamber
718,TRACY,DONOVAN,SMITH,,Legislative,"Smith & Associates, LLC"
1901,HOLLY,BATES,SNOW,,Legislative and Executive,Amgen
1177,JOHN,CLAYTOR,SNOW,,Legislative and Executive,"CLT Investments, LLC"
44,STEVEN,R,SNYDER,,Not currently registered,Modular Building Systems Association
708,LIGIA,BETSABE AYALA,SOILEAU,,Not currently registered,Livingston Youth and Family Counseling
159,STEPHEN,GUY,SPARKS,,Not currently registered,Baton Rouge Area Chamber
669,ADRIANE,,SPENCER,,Not currently registered,"AstraZeneca Pharmaceuticals, LP"
1175,NICKLOS,S,SPEYRER,,Not currently registered,"Speyrer Consulting, LLC"
